OperatorRef,LineName,JourneyRef
TFLO,328,109293
TFLO,35,694265
TFLO,370,620038
TFLO,370,620059
TNXB,51,151
FECS,6,47
TFLO,35,694149
TFLO,110,327143
THTR,X32,4064
RRTR,336,0743
TNXB,59,217
WNGS,H5X,2110
TNXB,6,128
TFLO,35,694170
TFLO,35,694472
TFLO,35,694318
SESX,38,1714
TFLO,35,694573
TCVW,X1,67
SESX,30,3023
TFLO,200,27880
TNXB,97,193
TNXB,11A,378
TFLO,42,126774
FECS,14A,97
FECS,14,91
OTSS,69A,1805
TNXB,97,227
FCWL,24,26
TFLO,35,694336
TNXB,11C,359
TNXB,97,210
TNXB,5,130
SULV,306,44
TFLO,352,87132
TNXB,12,229
METR,10,93
TFLO,352,87069
TNXB,49,66
TFLO,352,87033
TFLO,353,287673
TNXB,59,209
TFLO,121,311222
FTVA,12,32
TNXB,18,118
TMTL,42,112103
TNXB,49,86
TNXB,97,205
TFLO,139,684883
PBLT,31,1310
SCEK,8A,107
FESX,87,39
TNXB,7,143
TNXB,11A,358
TFLO,33,226385
TFLO,139,684717
TFLO,210,32168
SCNE,3A,48
TFLO,14,395560
RBUS,17,215
BHBC,1,246
TCVW,14,71
TDTR,1B,260
RBUS,4,82
AMNO,4,1058
ANUM,43,1128
ANEA,X26,1048
IPSW,10,36
AKSS,5,1020
TCVW,2A,26
AMSY,61,1083
TNXB,11A,336
TFLO,96,625515
TFLO,126,361390
TFLO,106,224402
TFLO,126,361647
BHBC,2,93
IPSW,12,70
BHBC,7,230
TFLO,92,262876
TCVW,X30,53
ANUM,57A,1026
FYOR,5A,2032
ANUM,45,1190
ANUM,43,1706
TCVW,17,104
BHBC,25,275
TFCN,79,23
TCVW,21,215
TFLO,200,27731
FSYO,11,1408A
SCEM,5,1127
TNXB,72,158
EYMS,121,1253
DTCO,PR3,1200
TFLO,200,27804
TNXB,1,101
TCVW,6A,124
ARHE,1,1187
BNGN,576,1160
SCEM,1,46
WNGS,H2X,1940
GHCT,19,2026
TCVW,20,204
TNXB,72,159
TFLO,25,567260
ARHE,100,1089
FYOR,66,2114
TCVW,12X,142
NATX,210,210149
WBSV,01,47
TFLO,206,30010
FDOR,X51,19
TNXB,49,58
TNXB,87,283
ARHE,310,1139
WHIP,66,6636
TFLO,102,198821
TFLO,206,29831
TNXB,20,62
TFLO,207,227557
TFLO,207,227847
TLCT,678,1815
GNEL,896N,8960
ATWE,198,1726
BANG,81,1825
PCCO,WR,1700
ANEA,6,1069
FESX,320,110
SCSO,Puls,96
ANEA,58,1529
TFLO,247,162852
TFLO,207,227455
ANEA,58,1531
TFLO,136,650638
BNGN,10,1662
EYMS,57,1704
TFLO,253,568447
TNXB,13,231
TNXB,74,287
TFLO,137,558516
TCVW,11,81
FBRI,U1,2120
FBRI,U1,2100
ANEA,63,1141
MDCL,402,8
CHAM,753,11
TFLO,137,557992
TFLO,137,557968
AKSS,132,1111
METR,409,15
TCVW,12X,209
AMTM,490A,1080
AMTM,489,1015
TFLO,253,568362
AKSS,72,1017
TCVW,22,97
TCVW,3,114
TFLO,307,586159
TFLO,206,29854
TNXB,80,140
TFLO,444,369737
TFLO,206,29918
AMSY,62,1076
TNXB,6,138
TFLO,2,
TFLO,139,684754
ROST,R6,1946
TNXB,6,137
TFLO,248,
TFLO,145,31814
SCEK,101,829
AKSS,140,1066
SCMN,42,50
DTCO,PR3,1655
FYOR,4,2116
TFLO,137,558547
FYOR,66,2011
TFLO,45,53593
AKSS,71,1065
TFLO,139,684843
FYOR,5,1957
TFLO,136,650734
FECS,116,14
TFLO,EL1,180184
TNXB,X15,11
TFLO,450,191497
SCSO,53,105
TFLO,21,518373
HCTY,923,1635
TFLO,139,684612
UNIB,610,610146
TFLO,14,412713
ANWE,110,1055
TFLO,142,52298
TFLO,450,191819
TFLO,14,412686
TFLO,452,343392
SCCM,1,124
TFLO,14,395521
TFLO,14,412820
TNXB,8C,149
TFLO,450,191647
TFLO,450,191738
TNXB,74,291
TNXB,76,95
TNXB,67,290
AMNO,8A,1008
BNSM,961,1611
TNXB,27,52
ARBB,31,1090
TFLO,371,98350
TFLO,140,199197
TFLO,140,199354
RWSW,36,9
SCSO,12,20
NT,30,NT30-Out-1030-NT3390J5-2024-02-11T22:40:00-2024-02-11
GNEL,34,3476
TFLO,140,199256
TFLO,140,199409
SCNH,48A,39
TFLO,140,199065
TFLO,140,198894
GNEL,57,5758
TFLO,140,199118
SBS,9,1845
CSVC,88,4023
TFLO,140,199390
TNXB,8C,129
TNXB,28,126
TFLO,140,199090
TFLO,141,660102
TFLO,140,199326
TFLO,140,199377
FECS,8,90
TFLO,142,52174
AKSS,132,1096
TFLO,142,52065
SCGL,23,29
TNXB,8A,145
HDGS,29,2910
FCYM,87,1430
TFLO,S4,311108
TFLO,142,52276
TFLO,142,52039
TFLO,142,52352
TFLO,142,52391
TFLO,142,52341
TFLO,143,112558
ANEA,X75,1547
TNXB,935,103
BORD,93,1740
TFLO,143,112671
TFLO,143,112613
AKSS,101,1134
TFLO,453,153414
AKSS,85,1099
TFLO,98,291899
SCEM,14,3058
SCCU,41A,22
SCCU,43A,24
TNXB,8C,93
TFLO,143,112866
ADER,38,1114
FBRI,m1,1624
SCCU,104,62
FBRI,X4,2105
SCGL,41,54
FBRI,376,2023
SCGL,100,70
FBRI,m1,2010
TFLO,143,112856
TFLO,303,464376
TFLO,303,464587
TFLO,31,244929
FSMR,363,1315
TNXB,12,204
GHCT,R3,2100
TFLO,31,244965
TFLO,144,7462
TFLO,144,7631
TFLO,144,7692
HGCO,23B,1645
RBUS,4,86
COMT,8,19
OBUS,33,33115
TFLO,17,246532
TFLO,144,7718
SVCT,3,1854
AMTM,481,1031
TFLO,453,438811
SYRK,27,47
SVCT,9,4378
TNXB,2,171
TNXB,65,288
TNXB,18,121
TFLO,127,
FMAN,83,1806
TFLO,649,
TNXB,7,52
LNUD,7A,6362
TNXB,7,131
TFLO,312,554316
FSRV,272,1645
MSOT,91,1350
TNXB,6A,122
TNXB,1,146
TFLO,144,7498
SNDR,6A,1810
TFLO,144,7839
TFLO,144,7763
TNXB,52,85
SCEM,13,78
DAGC,9,148
LMST,565,1420
TFCN,94,32
SYRK,1A,620
WDBC,22,2011
TFLO,295,640196
TNXB,1,170
FSYO,X1,1543
HRGT,36,3698
TFLO,376,687900
CRDR,35A,449
DAGC,38,127
TNXB,2,151
SCEM,1,9055
TFLO,47,623752
TNXB,15,103
TNXB,1,166
TNXB,7,146
SWWD,X7,1840
TNXB,14,174
SCNE,30,22
TNXB,7,48
TFLO,245,126894
CBBH,96,1807
TNXB,95,293
TNXB,32,69
TFLO,259,532954
TNXB,47,233
SCEM,60,6020
TNXB,41,51
TFLO,259,533334
WDBC,m2,1671
TFCN,70B,49
TFLO,191,44227
AMID,X84,1050
MSOT,37,1815
TNXB,16,273
TNXB,51,143
TNXB,97,235
TFLO,295,640498
SDVN,200,69
SDVN,E1,103
DEWS,ZIP,vj_4
TFLO,180,400514
SDVN,6A,22
TFLO,312,554281
DEWS,400,vj_2
TNXB,94,319
TNXB,8,116
TFLO,381,336089
IPSW,2,54
TNXB,61,292
NT,89,NT89-In-4089-NT3390RP04-2024-02-12T18:04:00-2024-02-12
EYMS,57,1805
TNXB,4A,227
SCSO,WPR,114
AMSY,60,1108
UNIL,U1E,1710
TFLO,26,230851
GNEL,27,2801
TFLO,316,308651
TNXB,17,153
TNXB,17,169
DIAM,DRT,1400
TNXB,63,261
TNXB,4,264
TLCT,T1,1747
WDBC,m2,1550
TNXB,94,335
TFLO,316,308322
PCCO,77,0645
TNXB,60,159
ROST,R1,0509
TFLO,317,414840
TNXB,43,152
TNXB,4A,241
TNXB,18,104
BHBC,18,92
TFLO,32,317482
SCSO,2,112
BHBC,5A,177
TNXB,51,156
BHBC,7,260
TNXB,95,309
SDVN,FAL,133
TFLO,D7,574106
TFLO,319,103485
TFLO,32,317024
IPSW,94,8
ARBB,7,1100
TFLO,261,545020
SCMN,11,56
TNXB,6,120
TNXB,49,85
AMSY,81,1064
TFLO,208,31463
SCMN,346,82
CBNL,40,1832
SCMN,23,78
TFLO,169,343650
ARBB,321,1064
TNXB,45,227
TFLO,195,536194
TNXB,76,93
BNVB,979,91522
NT,48X,NT48X-Out-3048-NT3390B3-2024-02-11T20:45:00-2024-02-11
DAMY,71,1110
TNXB,95,330
SMST,3,3
TNXB,94,315
TNXB,12A,177
WRAY,200,1069
ARBB,5,1066
ARBB,6,1078
TFLO,109,65656
BNVB,907,90721
TNXB,61,251
FALC,436,0752
SNDR,18A,1610
SSWL,23,133
SSWL,120,107
TFLO,61,180808
TFLO,17,246361
TNXB,76,98
SCNE,32A,32
SSWL,60,41
SSWL,X15,965
SNDR,7000,0002
ARHE,7,1066
TNXB,63,257
ARBB,X6,1065
SSWL,26,81
TNXB,72,166
TNXB,97,232
TNXB,34,170
WDBC,119,1211
BRYL,B3X,1
TFLO,154,614488
TFLO,2,76089
TNXB,72,157
TNXB,60,173
SYRK,221,44
FESX,27,85
TFLO,2,75871
TFLO,R1,207613
TFLO,283,591381
TFLO,R2,276026
SCEK,B,105
TNXB,60,167
TFLO,283,591082
TFLO,284,67956
TFLO,285,325800
TFLO,285,325727
TNXB,20,57
TNXB,80,131
SCMN,42,20
TNXB,X21,178
KLCO,81,2015
ACYM,5,1048
TNXB,74,216
TFLO,286,159362
TNXB,82,285
TFLO,286,159408
TNXB,35,121
TFLO,287,302129
TNXB,11A,292
TNXB,74,294
ACYM,10,1050
TNXB,35,109
TNXB,74,253
FBRA,617,1100
AMNO,5,1086
TNXB,11C,163
FLDS,1,2126
TFLO,155,142292
TFLO,287,302181
PCCO,40B,1720
TNXB,74,275
TNXB,74,292
TNXB,74,290
TNXB,74,273
TNXB,1,150
TNXB,X8,141
FECS,33A,4
TNXB,79,136
TNXB,80,127
METR,236,14
TFLO,29,592660
BHBC,21,90
TFLO,289,70082
TFLO,W3,676624
TFLO,157,513649
TFLO,157,523790
TNXB,79,128
TFLO,29,592465
TNXB,79,153
TNXB,59,243
NATX,785,785010
TFLO,158,596069
TNXB,94,327
TFLO,29,592634
TNXB,6,123
TNXB,47,221
TFLO,29,592712
TNXB,11A,356
TNXB,11C,363
TNXB,11C,361
TFLO,291,404640
AMNO,8,1022
WRAY,64,8215
TNXB,11A,382
TFLO,455,227260
TFLO,282,67040
TFLO,321,271302
TFLO,455,227241
TFLO,455,227319
COMT,24,11
TFLO,282,67003
SARG,D,0830
SCMY,2A,26
TNXB,80,138
TNXB,126,115
TFLO,30,362588
LNGS,205,1915
TFLO,215,34303
WBTR,28,7248
SCMN,50,133
TNXB,101,129
SCMY,21,103
TNXB,4,261
TFLO,455,227130
SDVN,23,46
SCMN,322,7024
TNXB,7,126
TNXB,10,108
SCNE,62,96
SFGC,4,449
SCCU,4,42
TFLO,217,34732
TNXB,X51,166
TFLO,H28,191062
TFCN,97,8
BNVB,903,91555
TFLO,S1,298593
TFLO,195,536336
SCMY,111,133
BNVB,919,91520
SCNE,10,73
TNXB,61,243
GNEL,V1,146
WHIP,66,6616
TNXB,13,176
FLDS,39,1137
NATX,035,135857
SDVN,317,108
TFLO,38,367042
SCNE,31,83
FHAL,508,1245
BHBC,14A,108
SCNE,58,103
SCSO,76,47
TNXB,13A,232
FHAL,542,1705
SCNE,10,41
WDBC,20,1711
TNXB,45,231
ALCG,792N,1615
ALSC,229,0745
WRAY,268,1618
FLEI,88,1745
TFLO,456,505048
FBRI,T1,1135
TNXB,X51,153
TFLO,46,626303
TNXB,937,147
TFLO,456,505010
ALCG,898N,0805
TNXB,997,94
TFLO,198,65335
ANUM,43,1124
SCMN,201,141
TFLO,59,491701
FBRI,U1,1817
BORD,X95,2020
BNGN,10A,1001
TNXB,1,177
SCNE,685,313
TNXB,74,265
TFLO,W19,703588
TNXB,1,152
SCNE,35,45
SCEK,Tria,113
TNXB,997,100
TNXB,59,195
TFLO,46,626324
GTRI,150,1639
TFLO,46,626346
TNXB,936,137
TFLO,460,115419
FECS,913,2
TFLO,199,63038
SCNE,11,83
TNXB,79,155
SCNE,E2,53
SCNE,7,110
SCNE,4,103
SCNE,32A,34
FLDS,11A,2100
SCNE,10,59
TFLO,61,141056
SCNE,1,89
SCCU,3,90
TNXB,X8,176
TFLO,410,135530
FBRI,349,1747
FECS,73,9
TFLO,460,115301
AMBS,68,1605
TNXB,529,197
TNXB,33,158
TNXB,X4,193
TNXB,X4,225
MT,242,0025
SCMY,82,151
TNXB,45,219
TFLO,463,361914
SCEM,1A,6050
TNXB,45,203
TNXB,47,242
TNXB,X3,195
SCSO,2,102
TFLO,463,361998
TFLO,463,362094
TFLO,463,361943
SCMN,231,35
SCSO,23,163
BNSM,664,1610
SCOX,B9,210
TFLO,221,18508
TFLO,455,227220
ARHE,724,1036
TFLO,71,187013
TNXB,47,234
TFLO,46,626080
TNXB,X14,85
TNXB,33,158
BBCG,120A,1657
AMTM,490A,1056
SNDR,605,1540
WHIP,18,1817
FESX,S1,83
TNXB,X13,137
TNXB,X12,135
SCSO,1,136
TNXB,2A,33
AMSY,52,1039
EYMS,14,1420
FESX,21,56
FESX,21,60
TNXB,11A,372
TNXB,X13,121
NT,34,NT34-Out-21034-NT3390C4-2024-02-12T10:15:00-2024-02-12
KLCO,89,0642
FESX,C10,86
TFLO,284,68077
TNXB,X5,211
FESX,13,42
FESX,87,63
SCCM,41,3016
SCSO,53,703
TNXB,X3,187
TNXB,X21,151
FESX,B1,136
SCSO,10,23
DIAM,303,21
WBTR,16,6505
FESX,X10,93
SNDR,202,1510
TFLO,76,330655
FBRI,1,2031
TNXB,23,333
FESX,75,31
ANUM,X11,1058
TNXB,50,297
AMNO,110,1036
TNXB,50,281
TNXB,50,287
TCVW,21,145
SYRK,X17,66
SDVN,4A,42
TFLO,71,187224
TFLO,223,657099
TFLO,71,186960
TFLO,71,187073
TNXB,X2,77
TFLO,286,159595
TFLO,288,611762
TNXB,50,320
FBRI,1,1726
FALC,715,2055
TNXB,50,316
SSWL,122,131
TFLO,71,187166
TFLO,72,394938
TFLO,72,394664
TLCT,901,1636
TFLO,D6,233098
TNXB,935,156
TFLO,289,69942
TFLO,72,394755
TFLO,72,394723
TFLO,72,394864
TNXB,997,108
TNXB,X10,85
YSQU,9,1540
TNXB,126,116
TNXB,X10,80
TFLO,72,394866
ENSB,83,1540
TFLO,29,592268
SCCU,1A,203
TFLO,223,657153
TFLO,29,592686
TFLO,340,150220
NT,58X,NT58X-In-11058-NT3300GE0363-2024-02-12T18:23:00-2024-02-12
TNXB,9,160
GNEL,47,4737
TFLO,118,92601
SNDR,610,1540
SULV,833,4
TFLO,73,426906
TFLO,224,37388
TPEN,537,2906
TFLO,290,139990
TCVW,11,372
TFLO,73,427127
TFLO,73,427470
TFLO,73,427099
TFLO,73,427012
TFLO,29,592843
TNXB,X21,182
TFLO,73,427303
TFLO,73,427518
TFLO,73,426935
SESX,503,5032
TFLO,73,427554
VLET,50,6
TFLO,73,427373
ASTC,332,1415
TFLO,73,427495
ATGB,884,1510
TFLO,472,641180
TNXB,95,337
FBRI,Y6,1900
SCNH,4,15
TNXB,73,53
TFLO,74,708503
SCEK,Loop,38
TFLO,74,708571
SCCU,1A,240
AMSY,32,1095
SCNE,22,41
SCMN,43,115
TFLO,W19,703632
SCCU,44,43
TNXB,5,57
TFLO,W19,703604
TNXB,74,267
AMSY,44,1068
TFLO,75,319557
TFLO,75,319595
TFLO,75,319295
TNXB,24,299
TFLO,75,319266
TNXB,87,253
TNXB,12,225
TFLO,75,319392
TNXB,997,106
TNXB,937A,157
TFLO,130,313775
TFLO,76,330724
YSQU,10,1640
TFLO,76,330697
TFLO,SL8,88329
YSQU,10,1725
BHBC,5,173
TFLO,76,330861
TNXB,47,213
TNXB,87,294
TNXB,80,119
NATX,121,121250
TFLO,76,330956
TFLO,76,330916
TFLO,77,170059
TNXB,4,289
TFLO,77,169912
TFLO,87,443168
TNXB,529,179
BNSM,937,0739
TFLO,78,433294
TFLO,72,394891
EYMS,X7,9045
TFLO,78,
SCMN,378,7005
TFLO,78,433390
SCEK,5,98
SCEM,56,33
SCEM,56,25
TNXB,X8,161
SCMY,17,224
SCSO,7,16
TNXB,16,291
TNXB,X4,236
TFLO,687,
TNXB,16,293
TNXB,8A,149
NDTR,2,1415
TNXB,X3,209
TFLO,79,414580
TNXB,63,285
TFLO,121,311241
TNXB,X14,77
TNXB,14,52
TFLO,121,311275
TFLO,79,414526
DIAM,A15,18
FYOR,9,1711
TNXB,65,263
TFLO,8,234676
SCSO,700,322
TFLO,N136,117313
SCSO,725,2
TNXB,63,277
TNXB,5,61
TFLO,H37,188880
TNXB,61,239
NT,69,NT69-In-9068-NT3390SW09-2024-02-12T17:41:00-2024-02-12
DAMY,6,0910
TNXB,23,325
TDTR,2,0270
WDBC,ONE,1720
NBMH,646,0930
FYOR,1,2108
TFLO,53,487072
TNXB,61,263
TNXB,24,319
DIAM,58,186
A2BV,106,1730
DIAM,58,170
TNXB,14,169
TFLO,H9,677609
DIAM,42,150
TFLO,123,635908
TNXB,X21,179
CUBU,15A,1745
AMSY,411,1057
TNXB,X21,159
TNXB,10,73
AMSY,300,1049
TNXB,40,136
TNXB,3A,103
FYOR,6,1658
FSYO,20,1545C
TFLO,H91,412399
TNXB,50,305
SCSO,37,26
SCMY,111,120
ALTO,925,1745
SCMN,114,7252
TNXB,50,309
TNXB,77A,33
SCSO,WPR,113
FALC,461,2050
AMSY,79,1175
TFLO,124,237335
TNXB,9,145
SCEK,102,99
TFLO,124,237110
TFLO,H91,412313
TNXB,9,153
TNXB,9,135
FBRI,42,1644
EYMS,57,1554
SSWL,A,62
TNXB,50,269
TNXB,9,113
HRGT,X98,5413
TNXB,9,121
HRGT,X99,5394
SCSO,34,61
HULS,257,1640
YSQU,81,1727
TFLO,364,201524
TNXB,9,155
TFLO,364,201558
TFLO,364,201582
TNXB,6,136
TFLO,9,447179
SCSO,21,132
KDTR,60,0550
TFLO,414,327785
TFLO,364,201352
BNVB,903,91555
TFLO,455,227195
TNXB,33,153
TNXB,77A,33
TNXB,X8,172
FHAM,3,104
SCSO,3,85
YCST,A1,6169
TFLO,414,327747
BNDB,129,1805
TFLO,95,582657
SYRK,25,104
TFLO,364,201522
TNXB,6,95
YCST,840,0158
TFLO,95,582556
TFLO,418,228624
TFLO,418,228545
TFLO,364,201406
TNXB,63,269
TNXB,47,144
SYRK,25,106
YCST,843,0153
BNVB,960,91610
HRGT,36,3890
TFLO,177,398704
SCMN,368,92
TNXB,4,283
TNXB,87,293
TFLO,419,249159
WRAY,268,1620
TFLO,364,201219
ARHE,7,1064
PLYC,43,73
TNXB,18,111
YCST,25,3445
TNXB,87,266
TNXB,87,287
HRGT,6,6093
TFLO,365,288858
TPEN,D3,5346
NATX,170,170752
TFLO,H12,220166
TNXB,101,121
TFLO,261,290363
TFLO,W5,296087
TNXB,18,126
HULS,55,2115
TFLO,355,164303
TNXB,FD,7
FALC,E16,1745
FALC,456,1943
SCEM,6,110
SCOX,S9,80
WNCT,3H,1600
TNXB,16,275
TFLO,366,613790
KDTR,B2,3178
BORD,X62,2108
TNXB,X2,85
TNXB,76,74
BORD,X62,1805
TFLO,360,254585
YCST,26,3582
BORD,91,1845
TFLO,H13,186526
TNXB,63,273
KDTR,60,0553
YCST,843,0173
TFLO,366,613698
KLCO,82,1720
SCMY,84,50
TNXB,28,113
MSOT,37,1720
AMSY,310,1059
TFLO,366,613659
TFLO,W8,247522
GNEL,1,1088
SSWL,23,114
TFLO,366,613677
NATX,727,727263
TNXB,6,124
IPSW,10,35
SFGC,4,446
FHUD,371,1746
TFLO,343,469999
TFLO,343,470199
SCMY,86,95
SCMY,86,103
RCHC,901,1520
FHUD,302,1730
TFLO,343,470114
SCNE,6,120
FLDS,19,1907
TNXB,14,177
AMSY,464,1050
AMSY,82,1175
TNXB,97,195
TFLO,368,326771
TFLO,367,281649
FESX,S4,146
AMSY,58A,1003
AMSY,79,1179
TNXB,50,241
BHBC,29,84
SCMY,32,17
SNDR,603,1540
TFLO,463,362064
TFLO,368,326749
TFLO,350,347637
GNEL,146N,8461
TNXB,35,123
BNSM,657,1615
WBSV,X94,12
TFLO,352,87201
TFLO,368,326725
TFLO,302,611471
SCNE,7,118
TFLO,303,464555
DAGC,85,106
ARBB,757,1036
ARHE,301,1045
TFLO,302,611597
RBUS,703,69
TNXB,11C,155
FLDS,28,1759
ARBB,X4,1059
TNXB,6,193
TFLO,307,586088
AKSS,72,1014
PLYC,42,164
ARHE,322,1081
TFLO,306,465231
DTCO,20,1715
SCGL,50,202
TNXB,54,43
TNXB,25,48
TFLO,466,17213
TFLO,466,17358
RBUS,25,50
WMSV,9,1341
TNXB,12,230
TNXB,5,59
TNXB,36,55
TNXB,4,179
TNXB,59,225
KEVS,355,1412
FLDS,40,1940
BDRB,580,1705
ANEA,63,1131
TFLO,154,596891
TFLO,14,395539
BHBC,12,275
SCEK,51,68
METR,411,21
TFLO,37,502299
AMSY,86A,1215
TNXB,11,141
TNXB,9,151
FLDS,9A,2030
UNIB,614,614143
TFLO,37,502020
TNXB,3,104
GNEL,10A,1116
ATGB,883,0732
TNXB,19,62
GONW,93,0084
TNXB,10,111
GNEL,65,1547
GNEL,93,1340
GNEL,78,1850
TFLO,37,501956
MINS,435,1750
TDTR,1B,265
SCGL,55,74
FHUD,363,1651
GNEL,352,5222
BNSM,928,1515
TFLO,37,501935
SCNE,12,129
SCGL,9,72
TNXB,19,50
FPOT,101,2115C
EYMS,66,1810
FBRA,72,2116
GNEL,X45,4551
TNXB,2,55
TNXB,82,51
SCGL,7,94
TNXB,19,52
TFLO,321,
TFLO,370,620080
TFLO,6,493169
TFLO,6,493277
FBRA,607,1845
TFLO,370,620097
SYRK,226,40
SCMY,623,1
GNEL,27,9001
FBRA,608,2110
FBRA,686,2105
GNEL,X45,9054
FHUD,316,1815
FLDS,12,1713
TFLO,371,98486
BNDB,516,2115
FBRI,70,1036
GNEL,X20,241
BHBC,49,170
GNEL,52,5237
TFLO,371,98455
SCMN,255,34
LYNX,42,38
FLDS,16A,2100
FESX,625,2
FLEI,54,1733
TFLO,371,98568
FLDS,42,2121
SCNH,7,2
FESX,C1,2
SCGL,10,120
FESX,27,108
BHBC,2,84
FLDS,8,2058
FLDS,6,1814
EYMS,X46,11111
DRMC,420,0855
TFLO,278,462726
FLDS,27,1819
FLEI,38A,1719
FLEI,54,1750
SCEM,100,6517
TFLO,157,523828
FLDS,56,1612
SCNH,X6,46
TFLO,P4,595018
BHBC,5,175
LNUD,1,1953
TNXB,3,170
TNXB,3,169
WMSV,108,108
FPOT,25,2061
TNXB,11,145
BLUS,16,1830
TNXB,2,62
TFLO,397,220892
FPOT,101,2025
FPOT,3,1441
SWCO,CR5,5014
WDBC,15,1711
SWCO,1,4222
SCEM,7,1049
PROC,159,1530
TNXB,6,188
TNXB,11,127
TFLO,177,398729
WDBC,5A,1721
TNXB,X13,105
SCEM,97,6512
COTS,58,1225
SBS,96A,1745
SCCM,X5,127
FLDS,56,0824
FESX,300,86
FESX,20,94
FSYO,11,1547A
FESX,27,107
BNGN,8,1120
CBNL,22A,1845
TFLO,12,511283
SCNH,2,50
CBNL,20,1922
TFLO,14,412589
EYMS,154,1612
FESX,X30,63
TFLO,185,10831
LVTR,490,1745
SCCM,9B,100
FLDS,50,2051
SCOX,S5,86
SCTP,H1,1800
FESX,C11,53
TFLO,118,92585
SCCM,PR4,4140
SCNE,39,123
BPTR,M5,0418
SCNE,X1,10
OBUS,73A,7303
SCOX,X4,107
BPTR,M1,7197
SFGC,81,640
SCOX,TUBE,118
FESX,46,11
FSRV,1,1625
SCCM,PR5,5104
BLUS,9,1810
ROST,R9,0662
BHBC,14,100
KBUS,2,111826
SCNE,61,201
BHBC,7,264
FESX,B2,58
SCGL,7,112
BHBC,12A,279
NATX,173,173202
ALSC,229,1525
FESX,351,48
GLLN,420,4272
FHAM,2,172
FLDS,4F,1841
WDBC,m2,1851
FESX,370,70
FTVA,3,1901
WDBC,9,1910
TFLO,101,53379
SARG,D,1730
BRTB,i4,111806
BLUS,18,1730
UNIL,U6C,1921
SCCM,3,81
BHBC,6,110
UNIL,U1A,2020
SSWL,131,2
SCCM,37,3028
FSYO,10,1950A
TFLO,314,102310
SCCM,6,78
SCGL,X46,104
HDGS,72,997212
TFLO,121,311528
BRTB,cot,102020
SCCM,A,140
FHAM,7,89
SCGL,D,88
BRTB,i4,101757
COAC,93,1808
FSYO,87a,1807C
KBUS,sky,102055
SCGL,94X,596
DIAM,17,33
SCGL,A,110
KBUS,sky,101850
TFLO,281,401991
TFLO,214,252211
ARHE,328,1018
TFLO,33,226763
TFLO,140,199280
SCGL,10,130
TBTN,one,112045
BLUS,2,1911
EYMS,57,1639
TNXB,63,186
AMSY,58,1026
WDBC,40,1810
WDBC,m1,1770
AMSY,437,1158
SCNH,77,29
SCSO,20,38
WDBC,5A,2011
GVTR,0869,1
AMSY,76,1052
SNDR,203,1515
FESX,28,130
DIAM,42,158
TDTR,17,1865
TBTN,one,102050
MULM,955,4
PBLT,35,1850
AMSY,53,1097
TFLO,255,51370
TBTN,one,112105
BRTB,igo,111850
SCNH,148,164
FYOR,1,1655
BRTB,igo,102058
TFLO,135,50052
CRDR,71,136
BLUS,19,1911
FSYO,139,1748
SCMN,192,535
FDOR,1,76
GHCT,19,2031
LLCO,T3,2032
LTRV,94,12
TFLO,182,97471
GHCT,71,1755
TFLO,249,78164
MULM,M44,22
TFLO,249,78432
THTR,X32,4066
MBTR,R5,1515
TFLO,25,567396
FDOR,8,100
ARHE,301,1047
SCEK,9,12
FDOR,1,119
TFLO,202,149497
TBTN,91,101645
GNEL,R2,246
TFLO,422,257587
TFLO,182,97301
FCWL,PR1,132
BLCT,BP1,1915
SULV,331,2
SCOX,10,140
ARHE,101,1095
AMID,127,1082
AMNO,4,1151
ARHE,7,1061
TFLO,25,567570
ARHE,251,1074
TFLO,25,567171
RCHC,20,1550
NATX,A9,106181
TNXB,15,69
SCNH,1,98
OXBC,OXF,7072
TFLO,182,97332
FTVA,X74,44
TBTN,34,102102
TFLO,25,567439
TMTL,X7,101640
SCSO,600,32
TFLO,186,545291
FLEI,88,1815
TMTL,32,111700
FESX,B1,109
NATX,403,403810
TFLO,25,567589
BRTB,cal,101735
SCNH,X47,32
FLEI,14A,1929
TFLO,186,545172
TFLO,68,53595
TFLO,25,567548
WDBC,RG2,1410
SCNH,18,33
SCNH,5A,51
SCNH,96,53
HGCO,98,1725
TFLO,208,30876
BRTB,sky,102045
SDVN,5,42
SCOX,TUBE,137
TFLO,183,
ATWE,198,0955
SDVN,355,13
SCNH,87A,22
SDVN,12,173
TBTN,15,111822
SCNH,10,111
SESX,38A,1623
SDVN,99E,153
FSRV,X34,1730
ANEA,X12,1053
SCNE,32,23
SSWL,X24,302
TFLO,190,202968
FHAL,509,1748
SYRK,1,86
HNTS,4,1119
SCCM,1,45
LCIS,City_Beatles_Tour,VJ_24
SCNH,1,76
TFLO,250,26156
TNXB,937,141
SSWL,124,24
TBTN,3A,101740
SCEK,11A,902
GNEL,X30,9058
TBTN,15,112000
TFLO,SL10,504026
FESX,X30,37
TBTN,60,101805
SSWL,X24,284
SCEM,1,47
SSWL,124,25
SCNH,6,23
TFLO,298,605186
TFLO,68,197472
WDBC,119,1411
GNEL,X1A,1095
SCGL,A3,5
FSMR,34,1840
GNEL,X1,1101
FHAM,2,134
GNEL,78,1857
FSMR,35,1818
WNGS,H5D,2118
FESX,S1,85
TMTL,X54,101800
FLDS,13A,1744
TFLO,300,642040
AVMT,378,1235
TMTL,218,112040
AMSY,18,1141
RBUS,16,88
SCOX,2,112
FESX,80A,6
TFLO,227,39262
FESX,X20,132
